OrderNumber,OrderItem,YEAR,MONTH,Date,Customer,CustDescr,City,SalesOrg,Country,Product,ProdDescr,ProdCat,CatDescr,Division,SalesQuantity,UnitOfMeasure,Currency,Revenue,Discount,Revenue USD,Discount USD,Costs in USD
109894,10,2014,1,1/23/2014,22000,Rädlelland,Stuttgart,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,2,ST,EUR,50.82,1.52,69.52,2.08,31.76
109894,20,2014,1,1/23/2014,22000,Rädlelland,Stuttgart,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,5,ST,EUR,13615.05,408.46,18625.24,558.77,7939.95
109895,10,2014,1,1/23/2014,24000,Velodrom,Magdeburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,228.68,0,312.83,0,142.92
109895,20,2014,1,1/23/2014,24000,Velodrom,Magdeburg,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,19,ST,EUR,689.74,0,943.56,0,431.11
109896,10,2014,1,1/24/2014,20000,Neckarrad,Heidelberg,DS00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,7,ST,EUR,203.31,6.1,278.13,8.34,127.05
109896,20,2014,1,1/24/2014,20000,Neckarrad,Heidelberg,DS00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,3,ST,EUR,8713.63,261.41,11920.15,357.61,5104.23
109896,30,2014,1,1/24/2014,20000,Neckarrad,Heidelberg,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,4,ST,EUR,65.34,1.96,89.38,2.68,40.84
109896,40,2014,1,1/24/2014,20000,Neckarrad,Heidelberg,DS00,DE,KPAD1000,Knee Pads,ACC,Accessoire,AS,4,ST,EUR,272.31,8.17,372.52,11.18,170.16
109896,50,2014,1,1/24/2014,20000,Neckarrad,Heidelberg,DS00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,5,ST,EUR,145.22,4.36,198.66,5.96,90.75
109896,60,2014,1,1/24/2014,20000,Neckarrad,Heidelberg,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,4,ST,EUR,6172.16,185.17,8443.45,253.31,4310.24
109897,10,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,7,ST,EUR,127.06,3.82,173.82,5.23,79.38
109897,20,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,2,ST,EUR,32.67,0.98,44.69,1.34,20.42
109897,30,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,4,ST,EUR,65.34,1.96,89.38,2.68,40.84
109897,40,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,3,ST,EUR,4356.82,130.7,5960.08,178.8,3062.55
109897,50,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,8,ST,EUR,12344.31,370.33,16886.88,506.61,8620.48
109897,60,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,6,ST,EUR,152.46,4.57,208.56,6.25,95.28
109897,70,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,7,ST,EUR,15248.86,457.47,20860.27,625.81,9527.91
109898,10,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,4,ST,EUR,65.34,1.96,89.38,2.68,40.84
109898,20,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,5,ST,EUR,7715.2,231.46,10554.31,316.63,5671.4
109898,30,2014,1,1/26/2014,17000,Cruiser Bikes,Hannover,DN00,DE,KPAD1000,Knee Pads,ACC,Accessoire,AS,5,ST,EUR,340.39,10.22,465.65,13.98,212.7
109899,10,2014,1,1/26/2014,19000,Fahrpott,Bochum,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,EUR,7715.2,0,10554.31,0,5387.8
109899,20,2014,1,1/26/2014,19000,Fahrpott,Bochum,DN00,DE,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,3,ST,EUR,10892.04,0,14900.19,0,8507.07
109899,30,2014,1,1/26/2014,19000,Fahrpott,Bochum,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,7,ST,EUR,25414.76,0,34767.11,0,17467.87
109899,40,2014,1,1/26/2014,19000,Fahrpott,Bochum,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,8,ST,EUR,290.42,0,397.29,0,181.52
109900,10,2014,1,1/26/2014,20000,Neckarrad,Heidelberg,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,7,ST,EUR,10165.91,304.98,13906.85,417.21,7145.95
109900,20,2014,1,1/26/2014,20000,Neckarrad,Heidelberg,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,1,ST,EUR,16.33,0.49,22.34,0.67,10.21
109900,30,2014,1,1/26/2014,20000,Neckarrad,Heidelberg,DS00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,5,ST,EUR,145.22,4.36,198.66,5.96,90.75
109900,40,2014,1,1/26/2014,20000,Neckarrad,Heidelberg,DS00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,2,ST,EUR,5809.09,174.28,7946.77,238.41,3402.82
109901,10,2014,1,1/27/2014,18000,Drahtesel,Leipzig,DN00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,5,ST,EUR,7261.38,0,9932.13,0,5104.25
109901,20,2014,1,1/27/2014,18000,Drahtesel,Leipzig,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,3,ST,EUR,4629.13,0,6331.73,0,3232.68
109901,30,2014,1,1/27/2014,18000,Drahtesel,Leipzig,DN00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,9,ST,EUR,13478.94,0,18436.52,0,9698.04
109902,10,2014,1,1/29/2014,23000,Red Light Bikes,Hamburg,DN00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,8,ST,EUR,17427.27,522.82,23807.75,714.23,10889.04
109902,20,2014,1,1/29/2014,23000,Red Light Bikes,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,228.78,6.87,312.54,9.39,142.92
109902,30,2014,1,1/29/2014,23000,Red Light Bikes,Hamburg,DN00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,6,ST,EUR,8985.93,269.57,12275.86,368.27,6465.36
109902,40,2014,1,1/29/2014,23000,Red Light Bikes,Hamburg,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,12,ST,EUR,32676.13,980.29,44639.52,1339.19,19055.88
109902,50,2014,1,1/29/2014,23000,Red Light Bikes,Hamburg,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,4,ST,EUR,6172.16,185.16,8431.91,252.95,4537.12
109903,10,2014,1,1/29/2014,24000,Velodrom,Magdeburg,DN00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,6,ST,EUR,17427.27,0,23807.75,0,10208.46
109903,20,2014,1,1/29/2014,24000,Velodrom,Magdeburg,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,3,ST,EUR,108.93,0,148.81,0,68.07
109904,10,2014,1,1/30/2014,13000,Airport Bikes,Frankfurt,DS00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,1,ST,EUR,1497.66,44.93,2029.35,60.88,1077.56
109904,20,2014,1,1/30/2014,13000,Airport Bikes,Frankfurt,DS00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,5,ST,EUR,145.24,4.36,196.8,5.91,90.75
109904,30,2014,1,1/30/2014,13000,Airport Bikes,Frankfurt,DS00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,7,ST,EUR,10801.27,324.04,14635.87,439.08,7939.96
109904,40,2014,1,1/30/2014,13000,Airport Bikes,Frankfurt,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,14,ST,EUR,38122.15,1143.67,51656.03,1549.69,22231.86
109904,50,2014,1,1/30/2014,13000,Airport Bikes,Frankfurt,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,7,ST,EUR,177.9,5.33,241.06,7.22,111.16
109904,60,2014,1,1/30/2014,13000,Airport Bikes,Frankfurt,DS00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,1,ST,EUR,1497.66,44.93,2029.35,60.88,1077.56
109904,70,2014,1,1/30/2014,13000,Airport Bikes,Frankfurt,DS00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,1,ST,EUR,1543.04,46.29,2090.84,62.72,1134.28
109904,80,2014,1,1/30/2014,13000,Airport Bikes,Frankfurt,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,6,ST,EUR,8713.63,261.41,11807.09,354.21,6125.1
109905,10,2014,1,1/30/2014,17000,Cruiser Bikes,Hannover,DN00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,1,ST,EUR,2269.18,68.08,3074.77,92.25,1417.84
109905,20,2014,1,1/30/2014,17000,Cruiser Bikes,Hannover,DN00,DE,DXTR1000,Deluxe Touring Bike-Black,TOU,Touring Bike,BI,14,ST,EUR,38122.15,1143.67,51656.03,1549.69,22231.86
109906,10,2014,1,1/30/2014,23000,Red Light Bikes,Hamburg,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,1,ST,EUR,1543.04,46.29,2090.84,62.72,1134.28
109906,20,2014,1,1/30/2014,23000,Red Light Bikes,Hamburg,DN00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,8,ST,EUR,17427.27,522.82,23614.19,708.43,10889.04
109906,30,2014,1,1/30/2014,23000,Red Light Bikes,Hamburg,DN00,DE,PRRD2000,Road Bike Carbon SRAM,ROB,Roadbike,BI,5,ST,EUR,19061.07,571.83,25828.01,774.84,13327.75
109906,40,2014,1,1/30/2014,23000,Red Light Bikes,Hamburg,DN00,DE,SHRT1000,T-shirt,ACC,Accessoire,AS,4,ST,EUR,108.9,3.26,147.56,4.42,68.04
109906,50,2014,1,1/30/2014,23000,Red Light Bikes,Hamburg,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,1,ST,EUR,1543.04,46.29,2090.84,62.72,1134.28
109906,60,2014,1,1/30/2014,23000,Red Light Bikes,Hamburg,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,1,ST,EUR,36.3,1.08,49.19,1.46,22.69
109907,10,2014,2,2/1/2014,17000,Cruiser Bikes,Hannover,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,2,ST,EUR,3086.08,92.59,4166.44,125,2155.12
109907,20,2014,2,2/1/2014,17000,Cruiser Bikes,Hannover,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,9,ST,EUR,13887.36,416.62,18748.97,562.47,10208.52
109907,30,2014,2,2/1/2014,17000,Cruiser Bikes,Hannover,DN00,DE,EPAD1000,Elbow Pads,ACC,Accessoire,AS,5,ST,EUR,340.39,10.22,459.55,13.8,212.7
109907,40,2014,2,2/1/2014,17000,Cruiser Bikes,Hannover,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,11,ST,EUR,31949.94,958.5,43134.79,1294.05,18715.51
109907,50,2014,2,2/1/2014,17000,Cruiser Bikes,Hannover,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,6,ST,EUR,9258.24,277.75,12499.31,374.98,6805.68
109908,10,2014,2,2/1/2014,19000,Fahrpott,Bochum,DN00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,9,ST,EUR,408.47,0,551.46,0,255.24
109908,20,2014,2,2/1/2014,19000,Fahrpott,Bochum,DN00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,7,ST,EUR,317.7,0,428.92,0,198.52
109908,30,2014,2,2/1/2014,19000,Fahrpott,Bochum,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,5,ST,EUR,181.53,0,245.08,0,113.45
109908,40,2014,2,2/1/2014,19000,Fahrpott,Bochum,DN00,DE,RHMT1000,Road Helmet,ACC,Accessoire,AS,4,ST,EUR,181.54,0,245.09,0,113.44
109908,50,2014,2,2/1/2014,19000,Fahrpott,Bochum,DN00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,2,ST,EUR,58.09,0,78.43,0,36.3
109908,60,2014,2,2/1/2014,19000,Fahrpott,Bochum,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,1,ST,EUR,1543.04,0,2083.22,0,1134.28
109908,70,2014,2,2/1/2014,19000,Fahrpott,Bochum,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,3,ST,EUR,4629.12,0,6249.66,0,3232.68
109908,80,2014,2,2/1/2014,19000,Fahrpott,Bochum,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,6,ST,EUR,9258.24,0,12499.31,0,6805.68
109909,10,2014,2,2/2/2014,15000,Bavaria Bikes,München,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,11,ST,EUR,15974.97,798.75,21567.4,1078.37,11229.35
109910,10,2014,2,2/2/2014,22000,Rädlelland,Stuttgart,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,1,ST,EUR,1543.04,46.29,2083.22,62.49,1077.56
109910,20,2014,2,2/2/2014,22000,Rädlelland,Stuttgart,DS00,DE,SHRT1000,T-shirt,ACC,Accessoire,AS,6,ST,EUR,163.36,4.9,220.55,6.62,102.06
109910,30,2014,2,2/2/2014,22000,Rädlelland,Stuttgart,DS00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,9,ST,EUR,261.38,7.84,352.88,10.58,163.35
109910,40,2014,2,2/2/2014,22000,Rädlelland,Stuttgart,DS00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,4,ST,EUR,145.22,4.36,196.06,5.89,90.76
109911,10,2014,2,2/3/2014,23000,Red Light Bikes,Hamburg,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,5,ST,EUR,181.55,5.45,245.5,7.37,113.45
109911,20,2014,2,2/3/2014,23000,Red Light Bikes,Hamburg,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,5,ST,EUR,18153.4,544.6,24548.21,736.44,12477.05
109911,30,2014,2,2/3/2014,23000,Red Light Bikes,Hamburg,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,4,ST,EUR,6172.18,185.16,8346.42,250.39,4310.24
109911,40,2014,2,2/3/2014,23000,Red Light Bikes,Hamburg,DN00,DE,RHMT1000,Road Helmet,ACC,Accessoire,AS,8,ST,EUR,363.05,10.89,490.94,14.73,226.88
109911,50,2014,2,2/3/2014,23000,Red Light Bikes,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,7,ST,EUR,177.93,5.33,240.61,7.21,111.16
109911,60,2014,2,2/3/2014,23000,Red Light Bikes,Hamburg,DN00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,3,ST,EUR,54.46,1.63,73.64,2.2,34.02
109912,10,2014,2,2/4/2014,16000,Capital Bikes,Berlin,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,3,ST,EUR,49.01,1.47,66.19,1.99,30.63
109913,10,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,9,ST,EUR,19605.72,588.17,26479.9,794.39,12250.17
109913,20,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,5,ST,EUR,81.69,2.45,110.33,3.31,51.05
109913,30,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,8,ST,EUR,203.28,6.1,274.55,8.24,127.04
109913,40,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,8,ST,EUR,29045.45,871.36,39229.4,1176.88,19963.28
109913,50,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,4,ST,EUR,145.24,4.36,196.16,5.89,90.76
109913,60,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,6,ST,EUR,9258.25,277.75,12504.39,375.14,6805.68
109913,70,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,2,ST,EUR,4356.83,130.71,5884.43,176.54,2722.26
109913,80,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,10,ST,EUR,27230.1,816.91,36777.55,1103.34,15879.9
109913,90,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,228.69,6.87,308.87,9.28,142.92
109914,10,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,3,ST,EUR,49.01,1.47,66.19,1.99,30.63
109914,20,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,9,ST,EUR,13887.37,416.62,18756.58,562.7,9698.04
109914,30,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,6,ST,EUR,9258.25,277.75,12504.39,375.14,6805.68
109914,40,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,RHMT1000,Road Helmet,ACC,Accessoire,AS,2,ST,EUR,90.76,2.72,122.58,3.67,56.72
109914,50,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,7,ST,EUR,10483.62,314.5,14159.4,424.77,7542.92
109914,60,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,11,ST,EUR,31950.01,958.5,43152.36,1294.57,18715.51
109914,70,2014,2,2/4/2014,22000,Rädlelland,Stuttgart,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,228.69,6.87,308.87,9.28,142.92
109915,10,2014,2,2/5/2014,22000,Rädlelland,Stuttgart,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,2,ST,EUR,5809.08,174.27,7853.29,235.6,3402.82
109915,20,2014,2,2/5/2014,22000,Rädlelland,Stuttgart,DS00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,3,ST,EUR,6807.54,204.23,9203.11,276.1,4253.52
109915,30,2014,2,2/5/2014,22000,Rädlelland,Stuttgart,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,9,ST,EUR,13070.43,392.11,17669.91,530.09,9187.65
109915,40,2014,2,2/5/2014,22000,Rädlelland,Stuttgart,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,8,ST,EUR,130.74,3.93,176.75,5.31,81.68
109915,50,2014,2,2/5/2014,22000,Rädlelland,Stuttgart,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,6,ST,EUR,17427.24,522.81,23559.88,706.79,10208.46
109915,60,2014,2,2/5/2014,22000,Rädlelland,Stuttgart,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,5,ST,EUR,127.06,3.82,171.77,5.16,79.4
109915,70,2014,2,2/5/2014,22000,Rädlelland,Stuttgart,DS00,DE,DXTR1000,Deluxe Touring Bike-Black,TOU,Touring Bike,BI,7,ST,EUR,19061.07,571.83,25768.65,773.06,11115.93
109916,10,2014,2,2/7/2014,17000,Cruiser Bikes,Hannover,DN00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,8,ST,EUR,11618.21,348.55,15815.7,474.48,8166.8
109916,20,2014,2,2/7/2014,17000,Cruiser Bikes,Hannover,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,4,ST,EUR,11618.17,348.54,15815.64,474.46,6805.64
109916,30,2014,2,2/7/2014,17000,Cruiser Bikes,Hannover,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,19,ST,EUR,689.78,20.69,938.99,28.16,431.11
109916,40,2014,2,2/7/2014,17000,Cruiser Bikes,Hannover,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,5,ST,EUR,127.1,3.81,173.02,5.19,79.4
109916,50,2014,2,2/7/2014,17000,Cruiser Bikes,Hannover,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,9,ST,EUR,32676.13,980.28,44481.53,1334.44,22458.69
109916,60,2014,2,2/7/2014,17000,Cruiser Bikes,Hannover,DN00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,9,ST,EUR,163.37,4.9,222.39,6.67,102.06
109916,70,2014,2,2/7/2014,17000,Cruiser Bikes,Hannover,DN00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,8,ST,EUR,18153.4,544.61,24711.95,741.37,11342.72
109917,10,2014,2,2/7/2014,22000,Rädlelland,Stuttgart,DS00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,5,ST,EUR,18153.4,544.61,24711.95,741.37,12477.05
109917,20,2014,2,2/7/2014,22000,Rädlelland,Stuttgart,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,3,ST,EUR,76.26,2.29,103.81,3.12,47.64
109917,30,2014,2,2/7/2014,22000,Rädlelland,Stuttgart,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,13,ST,EUR,37759.05,1132.77,51400.83,1542.02,22118.33
109917,40,2014,2,2/7/2014,22000,Rädlelland,Stuttgart,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,2,ST,EUR,32.69,0.98,44.5,1.33,20.42
109917,50,2014,2,2/7/2014,22000,Rädlelland,Stuttgart,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,6,ST,EUR,98.06,2.94,133.49,4,61.26
109917,60,2014,2,2/7/2014,22000,Rädlelland,Stuttgart,DS00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,1,ST,EUR,3630.68,108.92,4942.39,148.27,2495.41
109917,70,2014,2,2/7/2014,22000,Rädlelland,Stuttgart,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,4,ST,EUR,6172.15,185.16,8402.06,252.06,4310.24
109918,10,2014,2,2/8/2014,13000,Airport Bikes,Frankfurt,DS00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,6,ST,EUR,13070.42,392.11,17792.57,533.77,8166.78
109918,20,2014,2,2/8/2014,13000,Airport Bikes,Frankfurt,DS00,DE,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,7,ST,EUR,25414.76,762.44,34596.73,1037.9,19849.83
109918,30,2014,2,2/8/2014,13000,Airport Bikes,Frankfurt,DS00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,3,ST,EUR,6807.53,204.22,9266.99,278,4253.52
109918,40,2014,2,2/8/2014,13000,Airport Bikes,Frankfurt,DS00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,2,ST,EUR,4538.35,136.15,6177.99,185.34,2835.68
109919,10,2014,2,2/8/2014,22000,Rädlelland,Stuttgart,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,EUR,7715.19,231.46,10502.57,315.08,5387.8
109919,20,2014,2,2/8/2014,22000,Rädlelland,Stuttgart,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,3,ST,EUR,8169.03,245.08,11120.38,333.62,4763.97
109920,10,2014,2,2/9/2014,15000,Bavaria Bikes,München,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,3,ST,EUR,4629.11,231.46,6301.54,315.08,3232.68
109920,20,2014,2,2/9/2014,15000,Bavaria Bikes,München,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,1,ST,EUR,25.42,1.27,34.6,1.73,15.88
109920,30,2014,2,2/9/2014,15000,Bavaria Bikes,München,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,7,ST,EUR,10801.26,540.07,14703.59,735.19,7542.92
109920,40,2014,2,2/9/2014,15000,Bavaria Bikes,München,DS00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,2,ST,EUR,3086.07,154.3,4201.02,210.05,2268.56
109920,50,2014,2,2/9/2014,15000,Bavaria Bikes,München,DS00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,26,ST,EUR,56638.5,2831.92,77101.14,3855.05,35389.38
109920,60,2014,2,2/9/2014,15000,Bavaria Bikes,München,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,7,ST,EUR,114.41,5.72,155.74,7.79,71.47
109920,70,2014,2,2/9/2014,15000,Bavaria Bikes,München,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,14,ST,EUR,40663.59,2033.18,55354.74,2767.74,23819.74
109920,80,2014,2,2/9/2014,15000,Bavaria Bikes,München,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,8,ST,EUR,11618.21,580.91,15815.7,790.78,8166.8
109920,90,2014,2,2/9/2014,15000,Bavaria Bikes,München,DS00,DE,ELBK1000,E-Bike Tailwind,EBI,E Bike,BI,7,ST,EUR,25414.76,1270.73,34596.73,1729.83,19849.83
109921,10,2014,2,2/9/2014,18000,Drahtesel,Leipzig,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,8,ST,EUR,12344.3,0,16804.11,0,9074.24
